Invoice Number,Total Charged
572122970,1.6087806250000005
H18274146,0.0
235811933,0.4636362500000001
R55947574,1.8129225000000002
O91804735,1.6027575000000003
G14127348,0.7321300000000002
103758022,2.5200425000000006
699332564,4.632485625000001
Q51920772,0.0
829334188,0.5702693750000001
577043934,1.9624468750000006
R99836473,1.0481831250000002
J68690208,0.6073250000000002
986103842,1.633994375
R71248609,1.2974531250000003
T42816382,1.9580262500000005
L18529036,1.0185562500000003
234167336,0.8339818750000001
752909953,0.6869343750000001
L91824062,1.3368762500000002
220394393,0.0006243750000000001
Y13797066,0.0
386549974,1.3323550000000002
458353949,0.7316456250000001
F18337579,2.0184768750000006
185963084,0.5389700000000002
511240237,2.2858312500000006
160102086,1.2819075000000002
586013532,324.7096826312501
407777516,1.66001625
A58911591,0.7568637500000001
106360273,1.8915662500000003
C16117913,1.0727581250000002
I46763029,1.2199543750000004
472290194,2.83366875
P66662233,2.2587106250000004
886739160,0.9233462500000003
620408513,0.578649375
311329035,0.0014375000000000004
B33555156,2.0080368750000006
K83821400,3.25163875
31514774,3.750618125000001
M26157817,4.126045625000001
764781629,2.4511793750000006
D95769840,2.30773875
630512376,1.4072737500000003
122226488,1.1622512500000002
918886884,1.5806325
Q15791654,3.343235625
593669616,2.5972612500000007
E34699329,2.2335025
N24993972,2.14213625
703451834,0.0
T07636920,1.1855656250000002
A76823618,9.014894512500002
D97411180,1.8871437500000003
49763407,1.3094925000000002
W61021495,0.7613050000000001
307470195,2.0575762500000003
Y31978723,2.5991168750000004
B60889837,0.9641550000000003
K73521656,0.4689906250000001
700548009,246.86162500000006
L22044366,2.7230125000000003
736758427,1.0378075000000002
436839815,3.5162743750000005
L54805510,0.7028243750000001
939817245,2.702979375
K25032074,0.00226875
746198696,0.0
935586801,3.1639575000000004
255670995,0.847228125
A26546694,2.5130687500000004
F77551310,0.5727300000000001
E46989130,3.5862087500000004
461859922,0.7266637500000002
751427376,2.0620950000000002
395010656,0.0
U59837005,1.7916031250000004
150776319,0.37116375
A69243791,1.1016662500000003
912844401,3.6190806250000005
A99168889,2.343090625
M24969380,1.8771625
A39589839,1.5598562500000004
H31012065,1.6094406250000004
635633352,-0.05776187500000001
392831401,1.0646250000000002
D82623371,1.8691262500000005
323201698,2.6489131250000004
65699539,1.9875431250000002
386011105,2.6626781250000002
W15412659,2.7149837500000005
V70675550,0.21635750000000004
686584156,1.13847125
331259515,3.8069481250000003
135727105,1.1740225000000002
983617542,0.7991125000000001
832633503,0.8626518750000001
609421183,0.0
575531791,2.19920875
726467142,0.9456168750000002
X12123762,0.0
986171240,0.0010625000000000003
P18266517,1.8664987500000003
R77142788,1.034051875
797267275,3.2135862500000005
848725585,2.4090343750000005
C17154110,2.31564
755601719,2.1597456250000007
183415481,1.314826875
N09584961,1.6794668750000004
612898045,0.4618812500000001
W97972029,3.1943681250000004
750543706,1.6147443750000006
496781934,2.4052081250000006
R46120796,1.0794868750000002
135264446,1.2260581250000002
A37078503,0.9797925000000002
Q78108237,0.9191843750000003
Z78637462,1.3929937500000005
V92553057,4.297375000000001
T90219746,1.6571087500000001
R84137954,1.5528750000000002
699009652,216.60143750000003
R20106650,2.64711125
972138635,1.211648125
524793003,2.369243125
818399780,1.77249625
Z99389813,0.0
K14239365,1.8499968750000004
W47657185,1.4365162500000002
403683388,2.5805887500000004
222558964,2.1056781250000003
590261339,0.9367937500000002
D49607132,0.946185
A84129136,1.5030850000000002
742330985,1.4208268750000002
809284411,104.27156250000002
B26859631,1.6169887500000002
G53930080,1.765725625
D74433131,6.176750625
K92316917,1.7288393750000002
D20909989,2.591305
F67422126,0.00012500000000000003
965755307,4.152282500000001
M68017650,1.3949881250000002
P08719747,0.40107625000000013
R23219078,1.6893643750000003
J64991660,1.1144568750000003
M07592029,0.0
L18808314,0.0
V61272032,0.0
925892156,1.9710975000000006
811235820,3.870375000000001
723425338,1.1650712500000002
R03341205,2.4099618750000005
318618545,0.9732356250000003
F74524164,1.2958425
L70579294,1.5100812500000003
J25814578,0.48525437500000007
199417262,672.1153515000001
680893196,0.4199806250000001
985182047,2.8904075000000002
Y93321181,3.4930837500000003
603286412,2.7158306250000006
U28463995,1.4730743750000002
33766712,1.19936375
70616730,3.4516456250000007
605039232,1.534884375
807212429,1.3169450000000003
I66617824,0.0
Y82727944,1.8324243750000004
130404667,13.537642500000002
W39290560,11.502740000000003
U36061231,1546.038268125
434892677,1.8070837500000003
W01167881,2.0058343750000005
837241294,3.6768018750000007
823676197,1.54434
474114541,1.2951718750000003
794702947,0.0
625819123,2.4493706250000002
325287105,1.2424700000000002
123836711,1.2848187500000003
578814008,1.6118181250000003
170766270,0.8496443750000001
309274394,2.30198375
G17325862,2.0206625000000003
J76272810,1.6223825000000003
G32580915,2.8399368750000007
E07736809,1.1594887500000002
R73909213,1.3440368750000005
R32377274,0.6114700000000002
D96716081,1.1616943750000004
946901916,1.323098125
Y90909242,5.247271250000001
T38909264,0.0
V18849890,3.2305937500000006
743726256,1.3490343750000002
C08777013,3.0487987500000004
401552981,1.37096375
544492821,1.5743056250000003
V01801273,0.0
165983071,2.0402868750000005
391056964,0.3636337500000001
878065362,1.3480725000000002
871403053,1.1641531250000001
P88187405,2.7796893750000002
D52810356,0.73545625
E23717166,2.3236931249999997
779691932,2.5438881250000005
39056981,1.1865400000000002
393778884,1.5600181250000005
392444101,0.8592912500000001
44597363,3.2371018750000005
859205539,1.099865625
242179311,0.8896593749999999
O78576600,0.0
799776408,0.0
520070561,1.6636168750000004
G41453766,1.8791250000000002
663345025,1.799965
211083444,1.9839681250000003
J35125934,0.0
954200518,1.413001875
126358148,2.4521443750000005
544855945,1.8801862500000004
T19049083,1.8885862500000004
G77442408,3.412947500000001
746111033,1.1255600000000001
Z88542280,3.1186243750000004
Z31860688,1.0163631250000003
370187501,1.4143056250000001
373764603,0.42837187500000007
D35346006,1.0444925000000003
I30638138,0.0
I23873481,0.0
R38283220,1.5443725000000001
126681282,1.299178125
C97486408,2.4750487500000005
508344808,1.3709906250000001
K18316941,1.01823375
N00268955,0.0
R99833344,3.3745700000000007
K37537400,2.2773143750000004
M72342104,2.5990031250000007
S36128443,0.0
17596441,4.512101875000002
173606528,0.9576156250000003
D20014588,1.0733518750000002
I33403797,0.0
930183776,1.6186093750000001
361699968,1.6332068750000002
368794132,3.1894975000000003
390897961,1.525479375
961883319,1.9540875000000004
H02256990,0.9262775000000002
M89647629,1.6205893750000002
51034734,0.7068825000000002
279284583,0.0
792594601,3.679806250000001
147743736,1.2360406250000002
237089499,1.3655518750000004
W42549923,1.8810462500000005
751972338,253.05281250000004
V66148186,4.516770000000001
96194542,1.9444156250000006
V29140554,1.3904981250000001
V25420476,0.0011875000000000002
A42301146,0.0
529668905,2.301005625
Z43976944,0.0
465461155,4.055612500000001
248323893,2.93830625
Y70356799,0.7658243750000002
F07073333,0.48018625000000004
615636638,2.6400831250000008
104318201,1.9454700000000003
G09158293,0.5268756250000001
O47230055,0.0
G17932841,2.2445881250000004
741145915,0.6177037500000001
454585168,0.0
D20708144,1.3137362500000003
B09247092,1.3392406250000002
F05230769,3.645565000000001
Q46020680,0.7799243750000002
191741155,5.104665000000001
27925570,2.3151137500000005
W36776142,2.6903956250000007
I95842174,0.0
266467617,0.5742168750000001
667343977,1.5480081250000002
403991206,2.1861381250000003
607892690,2.0094218750000006
V76598086,1.590896875
N25567128,1.5465631250000003
835843019,0.0020687500000000007
204399748,27.335187500000004
S47401094,0.0
D11134795,0.0
494091188,377.42131250000006
198539153,2.9930343750000006
528743584,10.906593893750005
454491562,0.16907375000000002
959582503,2.4245300000000007
L33585975,0.9715481250000002
549395094,0.9002050000000003
W99024265,0.0
E17563797,1.4677906250000001
966145498,1.5601787500000002
477606415,2.2056250000000004
H45592789,1.696439375
472235640,1.1993381250000001
407356000,0.565435625
D84399780,1.2981225000000003
636548454,1.2259612500000003
T95562510,1.5122975
X28381205,5.907922325
424072504,1.089003125
209744002,0.9834025000000003
K92229773,0.4002418750000001
K70239507,0.3411612500000001
O67414744,0.0
X38916906,0.9038825000000001
885950361,1.7318531250000004
I24402201,0.0
24657907,1.3892987500000002
281895150,1.224948125
119717474,2.0735562500000007
D74038509,2.29642375
A80456950,2.016015625
T47259797,1.1131625
758291013,0.0
528603667,1.2925825000000002
K40440095,2.032074375
W58207596,2.353616875
O60986005,0.0
492220579,0.8893562500000002
453119089,0.0
Q85018852,3.6468137500000006
O76445265,0.0
890267186,2.037335
595776459,0.5003525000000001
798041220,9.007415756249998
472956253,3.362313125000001
S53687736,0.0
558414677,1.46244875
R87559116,1.4310675000000002
W17730802,1.2042818750000002
J82544808,3.173643750000001
N09187253,1.7982050000000003
Y63849262,0.7890000000000001
357695641,1.9617068750000002
F44362101,2.1204606250000007
T61409340,1.304896875
U11487802,0.0
433366401,2.883118750000001
77513314,2.2692368750000003
D30432564,0.0
567832112,3.786473125
421812810,4.119055000000001
D26486574,1.4339993750000004
613440155,2.0578931250000005
266599813,2.3359956250000002
792259145,3.697498125000001
S89728960,0.0
A22107063,2.811974375
309450343,4.72880375
493452624,0.7221518750000001
I99400488,0.0
809891519,0.9933531250000002
J28413248,0.5399418750000001
824803463,1.3282768750000002
W65013771,3.8245975000000003
Y48501916,2.1016875
R83293383,0.4608406250000001
G10851948,1.7098387500000003
364819954,3.850026250000001
W85462759,1.0761318750000002
O97239806,0.0
M70995524,3.6084281250000005
407698,0.7388856250000001
Y91934048,2.1269425
U74004057,0.7653468750000001
C68565121,1.6308068750000002
122599134,0.7417193750000001
X25754230,2.5897550000000003
J90057880,0.6542143750000001
878286065,1.1889468750000003
333708450,7.052593125000001
808905920,2.0318287500000003
L47310765,0.49890562500000013
Q93985855,0.8556100000000001
162925003,1.7023387500000002
G21618614,663.1867025625004
834989824,0.0
862900451,1.3832331250000003
M75323838,1.46361
243841909,0.6707743750000001
832110031,2.592208125000001
E44789653,2.8561643750000005
492182901,1.3550831250000002
385264182,0.0
377801020,2.7166200000000003
W80065390,0.0
191182808,0.9087031250000002
B30463489,0.8119812500000001
597203847,1.8541393750000001
Q26330928,1.1155162500000002
R28514790,1.2515850000000002
Z89805935,0.0
B51043157,1.918916875
175793810,0.506726875
354147830,1.5031906250000002
C71449344,3.5223200000000006
141514961,0.4313175
346994476,1.6929968750000002
70295977,4.097174375000001
865291955,0.8782968750000001
A75338604,2.64914875
V61251674,1.1365437500000002
K78283897,105.05000000000001
H35677554,635.23236075625
127764837,1.023535
995807922,1.5360500000000004
972873081,0.0
C32864238,0.11600937500000003
N73924243,1.5812350000000004
102057491,1.8013337500000004
771105327,1.523354375
766596401,2.9396825000000004
H25644335,0.0
695303300,0.0
133674207,3.7246875000000004
681446755,0.42279312500000005
754761015,3.017632500000001
75615360,1.3896468750000002
204305641,0.3178925
275359730,3.2259268750000007
T56307050,0.7223356250000001
878649276,0.8386450000000002
123425725,2.683878125000001
61346439,2.5907225
F40354089,0.7650975
W62193637,0.0
K62786286,1.9336206250000005
L27687801,2.068309375
B08732550,0.6500187500000001
74014843,3.896063125000001
E30881832,1.2136412500000002
701183358,5.8893368750000015
I15224985,0.0
20219957,1.899556875
50122521,0.8273956250000002
J00264026,1.6792556250000001
726631194,1.3342275000000001
27287842,3.7110056250000008
U09990181,0.8141837500000002
437938912,5.409699375000001
X08063931,2.068341875
996910233,1.6412512500000003
M36317047,1.8245193750000004
909326843,1.18837125
O20518692,0.0
537333499,0.0
50496674,1.3815337500000002
919965246,2.4133887500000006
602475699,0.5468187500000001
678530051,0.0
E57700562,1.384743125
190442299,2.4806068750000003
437707200,1.0990662500000004
744290199,1.5551568750000002
802300134,0.954109375
283339745,2.3937343750000006
W94677031,0.0
203005751,4.309006875000001
326934939,0.8758337500000002
774492180,1.4236037500000003
687940519,1.7936318750000002
788626427,0.0
226285539,2.4883818750000004
P22044150,1.5749412500000004
957331057,0.8938043750000002
V39848944,0.8448043750000003
229888271,1.178130625
488568128,2.6958206250000005
R42382980,0.6022587500000001
L01616257,0.7909912500000003
L21090415,2.348055625
873781176,2.7777193750000007
299041246,2.365816875
486619081,2.2797343750000003
507356393,0.5103912500000001
363832314,4.497263750000001
404530236,2.490535625
R88280613,0.7450743750000002
939985256,0.0014125000000000003
A15413523,0.0
P62552585,0.7570050000000001
X92090720,2.061941875
86677836,0.230229375
226495711,0.0
I37011552,0.0
554890095,3.847851875000001
T13850254,3.4672093750000004
A62747783,0.264696875
161144530,2.3319718750000007
796014322,1.084429375
E27387103,0.0
M34111329,0.0
M53946534,2.258836875
R71670452,0.4788200000000001
979670285,0.2819825
Q64788539,-1.799930625
W66258275,1.962784375
Y58534003,2.3911625
257665806,2.4629987500000006
266855019,1.2246681250000002
571042494,6.250000000000001e-05
I04909858,0.0
P03861535,1.071088125
H94723345,0.3756956250000001
F53234990,1.475479375
Z28552129,0.0
X30496799,0.7917968750000001
134174723,1.5904525000000003
181594419,3.8614793750000005
C26131047,0.6401725000000001
89963850,2.0818593750000005
A95729518,1.8475450000000002
T29263533,0.0
Q35306697,0.8327325000000001
Y18697538,-0.8557612500000001
767978072,2.1489887500000004
Y07372498,1.4555775000000004
V81905273,0.59803125
H20799898,0.6561806250000001
X97373999,1.183386875
N06323966,0.0
769069565,3.6402300000000007
O58040471,0.0
M10661182,0.0
146741953,0.9476687500000003
E84433628,0.8980800000000001
M24825773,0.0016875000000000002
W50129278,0.0
653925002,1.0716087500000002
625424983,1.903368125
U62252886,0.5925562500000001
E25373550,2.3172462500000006
916297017,343.68843375000006
U34951383,0.0
700368606,3.0938800000000004
A48938858,0.0
H77240226,2.7030568750000006
V93067699,1.7421856250000003
H28793370,0.0
121929110,2.3526025000000006
123712539,1.8120568750000001
C01327605,1.7560468750000002
23859341,2.843414375
T23530803,0.0
309118197,0.24784812500000003
J51177512,0.002637500000000001
81503201,0.143375
F44767044,1.1820700000000002
W69538750,5.026735
H34264676,397.5894482625003
Z23018246,0.0
707237346,1.0101462500000002
311144661,0.00018750000000000006
U41461082,1.059235
Y85842192,2.245360625
V11881912,1.8282468750000005
X80960146,0.564285
R27583705,0.43722875000000005
481659234,1.16294125
718950973,1.8820906250000005
340464078,0.0
K80053090,1.1997056250000002
247778754,5.019966875000001
M56560191,0.0
U89449874,2.9563512500000004
E66943855,2.3550462500000005
372208840,1.30682
E60004590,2.4447268750000006
161789608,0.8041193750000002
F14374052,0.6073925000000001
C54351527,4.2847575
K86263847,1.0470918750000002
223220530,1.2790850000000002
I22704416,4.710741250000001
J33869062,0.17703187500000006
Y44581531,1.6613800000000005
G34509205,9.743883750000002
480205534,2.3493731250000005
P21203967,0.8427837500000002
340997336,0.3589281250000001
374336120,2.4392618750000006
138041107,1.7977668750000004
S06435726,0.0
D89965256,2.0144900000000003
36750298,1.3771968750000003
209323917,0.35710500000000006
W28588383,0.28066062500000005
K34483673,1.3194531250000001
952479512,0.8212431250000001
136615486,1.5265706250000004
341301203,2.223749375
E18091299,1.0554456250000002
D86176594,1.3698818750000001
935250345,0.6731175
U78251903,0.16931250000000003
D49325288,2.2802725
264787629,1.0972018750000003
A79027477,1.4887868750000004
417476526,0.6176868750000001
Z47518912,853.5182214624998
S56913219,0.0
L44853140,1.5648956250000006
857400377,1.858599375
A19078949,1.8858893750000005
Y65193885,3.3064356250000007
N53242912,1.664764375
645187376,1.2782187500000002
426512822,25.996632500000004
168031754,1.1546387500000002
X56964357,1.6750987500000005
S90772199,0.43930687500000004
Y41040822,2.6215625000000005
224176784,2.7255237500000002
U53812741,1.1980206250000003
55844689,0.7175856250000002
N78782338,1.2995125000000003
O92249408,0.0
U03766588,1.5033531250000003
E76958514,1.9236012500000002
F32755759,1.8349731250000003
908115810,0.0
H93075608,4.7939187500000005
Q45263737,1.2608306250000003
Y83417169,1.1323387500000002
654302989,1.3347962500000004
R58407421,1.1295425000000001
546253538,2.6837031250000005
W77096603,0.7846781250000001
I26698284,0.0
Z53385331,0.0
Y35312443,3.013238125
33249299,1.7778543750000002
J07325873,1.0436087500000004
683717975,0.0
W96773725,1.4123637500000001
F60657312,1.2335225000000003
618416199,1.9757787500000004
U36621776,0.0
425436720,1.8251800000000005
G42990804,373.04417875625006
K20242401,0.8223181250000002
590055462,1.5996393750000004
N59153641,2.5420593750000005
Q63707473,2.1741375
L19570662,0.9710043750000001
247207243,3.2417900000000004
177730377,2.8810681250000005
L10865389,0.0
L16643970,0.0
I92718194,0.0
R51421597,0.8107656250000002
887415381,1.2285556250000003
K40623287,3.098596250000001
P37527092,1.7042181250000004
44924707,0.9554637500000003
B92638504,1.0747418750000002
333552135,3.0874393750000007
T29839071,2.1209912500000003
U02602009,1.5124012500000001
58695402,2.7302587500000004
561149405,1.9904800000000002
M34276611,105.52412500000001
L07179449,1.6068018750000004
7033710,4.406788125000001
874773719,1.06259125
840606888,1.9540068750000004
T30028314,0.16684250000000003
N84361545,1174.63956701875
610014553,2.4418262500000005
S37803786,5.0758825000000005
232631028,0.9264275000000002
O50508275,0.0
17119426,3.226375000000001
947167816,-0.33529375000000006
E60505388,2.325041250000001
W73044264,5.248125000000001
653061787,0.990404375
481100984,1.82701375
825337294,0.44254375
F86760504,7.445195395000001
U66926433,1.2113643750000003
H26589199,3.9787606250000005
L86890013,0.0
Z18190532,0.0
R97213467,35.292371249999995
A11985914,0.0
U75994515,3.3166250000000006
T87643244,2.0528687500000005
K37747946,2.15460875
O64506955,0.0
905096716,4.123746250000001
927485037,1.9991462500000001
850213335,0.8819968750000001
C53181611,2.5243875000000005
M10946314,2.4329625000000004
Z12415568,0.0
B75693877,1.3681731250000002
478057510,1.3575062500000001
607019793,5.3929487499999995
K17569782,1.1497281250000002
E65634505,0.27166812500000004
F64694029,0.9361750000000001
81264796,2.5045250000000006
H01504657,0.0
O08914713,0.0
M24911865,2.2197562500000005
158309790,2.1524643750000005
205226400,1.0485518750000002
748103961,0.37124125
261194805,0.8509068750000002
H39261083,0.0
703951510,3.2467656250000005
J33475278,0.4487812500000001
N59990310,6.250000000000001e-05
103217571,1.6048687500000005
243969310,0.0
131836862,1.4968818750000001
348781620,751.06480875
504119388,2.1156925
S54093661,0.0
B85018278,1.4045787500000002
988508280,0.0
760349488,-31.91815000000001
G98919560,1.345646875
644451249,2.5577700000000005
74018635,0.9117743750000001
M54255347,0.8762143750000002
550817805,1.0675475
U66872824,0.9398556250000003
L88384431,0.0
R82669058,1.9728081250000002
T91050331,2.2663687500000007
180597354,0.37267875
E14362379,3.000916875
810008085,1.281751875
V16936246,1.9332250000000002
X62535979,1.6031906250000003
Z36941251,2.3711800000000003
266753965,0.9412781250000001
89367614,1.946829375
S62085135,0.0
620083599,2.863036875
D65291271,2.4150125000000005
E56612634,1.111296875
Z60190660,2.6802825000000006
412294628,0.2800368750000001
7159002,0.7534200000000001
494922337,0.00012500000000000003
770500616,16.560043881250003
O21308504,0.0
362212319,147.42875
E03729364,2.4641731250000003
591538069,0.96736875
368692568,0.837678125
E78373610,0.9452887500000001
R17088386,0.0
W57451681,0.6876193750000001
379559832,0.8580575000000001
F08050292,0.0028125000000000003
472087847,0.8084237500000001
E36566211,3.1795518750000005
H47985807,1.3451443750000003
K47436117,2.7279668750000003
E01843575,0.0
471728107,1169.5544160000004
217126073,1.1263393750000001
393903331,108.36953826250009
E33791796,2.2110837500000002
D50504767,1.9193462500000003
29447248,1.82424
796401636,1.1331343750000002
842385563,2.4350187500000007
M61714936,2.35074
N78954047,0.37026375000000006
S99864536,0.0
B69635686,1.0860956250000002
N79850949,4.03337875
P81828006,1.1123968750000002
W35451266,2.38517875
T89870021,132.93693750000003
Y95516228,1.1192068750000004
X46948350,0.6226400000000001
R97747082,1.2434437500000002
468587209,2.2951087500000003
P32464108,1.8518418750000003
N99419684,0.0906875
I70857446,2.9751862500000006
Z99042111,1.130604375
151322339,0.8312943750000001
A14355958,1.5026281250000002
F43509161,2.4844943750000006
W41700629,4.815152500000001
479809842,1.3126875000000002
73078527,0.758841875
D44139084,2.2677662500000006
Z29834990,0.0
U22148902,0.8414681250000001
689737863,1.4182562500000002
T91593422,1.3731587500000002
434861487,2.1469600000000004
F04192694,1.3840456250000002
Q03615946,2.5411425000000003
H52906543,2.3079875000000007
636240855,1.4747806250000004
712195342,1.1262725000000002
R50451043,2.3183112500000007
272621573,0.7477831250000002
S91245150,0.0
960884624,-0.23991687500000003
C38624807,1710.2342182624996
928523278,0.4742581250000001
P41392394,0.47007250000000006
683328410,1.0903675000000002
W02810013,0.11915750000000001
388764495,3.0782931250000005
O88278318,0.0
14220056,1.1447575
X37778190,2.4100875000000004
650196087,1.2625787500000003
N20944669,0.0
K66956951,0.46435125
279481809,0.191623125
K82170038,2.0368962500000003
K24837368,1.0608218750000002
371599529,3.112078125000001
T86828904,0.0
F96432356,1.050843125
354828561,0.5050450000000002
X75389134,2.118187500000001
Q17028639,0.8124550000000001
261642149,3.2048331250000004
W52647091,0.0
P09565606,1.1424468750000003
Z19497807,0.0
I75744958,0.0
Y90063173,6.4746056250000015
Q59462055,2.3262250000000004
B64059582,1.5728718750000004
V64316254,3.011561875
M99289709,4.162472500000001
905920586,210.66668750000005
O60382460,1.27721375
3410655,1.4726975000000004
L14362363,2.9836762500000007
P97658206,2.4348746312500005
187085275,1.5865725000000002
762002020,0.3164093750000001
84093924,4.11268
B62037391,0.0
859923348,0.0
Y68807141,0.8385450000000001
E67337054,0.7855568750000002
625678898,1.2430450000000004
J91699504,0.13805750000000003
N34832035,3.706320000000001
H74499460,2.0828525000000004
537707090,12.625250000000001
G08133303,1.21352875
149171621,1.0963225
62053479,0.6152506250000002
358444323,0.31732937500000014
393822269,2.0788193750000006
575109766,0.00476875
S53781548,2.8478443750000006
818670390,0.7304225000000002
H76772729,0.0009375000000000002
4075853,0.0
O34909160,0.0
I45439330,0.0
717682874,1.3540956250000002
388914437,1.0394150000000002
541121811,1.6085900000000004
303922188,1.8906950000000002
N74765060,0.9922725000000002
323798183,1.6156525
I61739335,0.0
520937324,1.896439375
M57561231,1.274906875
560394931,0.020250000000000004
831083775,3.0781712500000005
294275220,0.49542312500000013
10726698,2.4303331250000006
943052652,2.4806543750000003
109884838,3.1051687500000007
486717121,9.409524506250003
995696797,6.4186587500000005
640035804,0.6696087500000001
X65732317,0.9948125000000001
833007744,2.4657750000000007
H13372201,2.9297081250000008
M92216175,394.4356988875001
713263077,1.7346862500000002
F73606992,0.5001906250000001
673324589,0.0
446824670,0.0029375000000000004
K14493938,1.2210812500000001
Z13579459,2.93550125
760421621,2.578704375
850487389,0.9360512500000001
496008118,2.441213125000001
A92930204,0.5446181250000001
122635219,146.71262500000003
L62426898,0.7726743750000002
Y23624340,1.0225987500000002
828108277,1.069460625
S31628147,1.0918150000000002
